岗位id,城市,公司全名,公司缩写,福利待遇,工作地点,学历要求,工作类型,发布时间,职位名称,薪资,工作年限,公司类型,公司规模,公司阶段
6271989,杭州,杭州小农网络科技有限公司,宋小菜,"['股票期权', '带薪年假', '年度旅游', '美女多']",西湖区,大专,运营|编辑|客服类,10:28发布,产品运营,10k-16k,3-5年,电商,150-500人,B轮
6297232,广州,广州市有车以后信息科技有限公司,有车以后,"['股票期权', '带薪年假', '弹性工作', '五险一金']",海珠区,本科,运营|编辑|客服类,15:06发布,社区运营专员,5k-10k,不限,移动互联网,150-500人,C轮
6279842,深圳,深圳米趣玩科技有限公司,深圳米趣玩科技有限公司,"['年底双薪', '专项奖金', '带薪年假', '定期体检']",南山区,本科,市场|商务类,14:39发布,广点通信息流优化师,8k-16k,1-3年,游戏,50-150人,不需要融资
5962553,深圳,深圳冰川网络股份有限公司,冰川网络,"['节日礼物', '免费班车', '带薪年假', '绩效奖金']",南山区,大专,运营|编辑|客服类,14:18发布,手游运营,8k-16k,1-3年,游戏,500-2000人,上市公司
6209122,广州,上海圣识网络科技有限公司,圣识网络,"['领导好', '扁平管理', '五险一金', '年终分红']",天河区,大专,市场|商务类,14:15发布,手游广告投放,8k-16k,1-3年,游戏,15-50人,A轮
5390145,上海,上海跃橙文化传播有限公司,独立日,"['绩效奖金', '午餐补助', '美女多', '弹性工作']",杨浦区,本科,产品|需求|项目类,13:31发布,项目经理,10k-20k,1-3年,移动互联网,50-150人,B轮
5694271,北京,北京万润诚达科技有限公司,万润,[],通州区,本科,市场|商务类,13:22发布,facebook广告优化师,20k-25k,5-10年,电商,50-150人,不需要融资
6417456,深圳,深圳瓦拉数字技术有限公司,瓦拉数字,"['带薪年假', '定期体检', '领导好', '年度旅游']",宝安区,本科,金融类,11:41发布,初级量化交易员,10k-20k,1-3年,金融,50-150人,B轮
6057007,杭州,杭州启博科技有限公司,启博软件,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",西湖区,大专,运营|编辑|客服类,10:17发布,商家运营,7k-9k,1-3年,电商,150-500人,A轮
6106782,广州,广州市百果园网络科技有限公司,Bigo,"['年底双薪', '五险一金', '年终奖', '班车接送']",番禺区,不限,产品|需求|项目类,09:55发布,高级产品经理（基础功能）,25k-50k,1-3年,社交,2000人以上,上市公司
6312945,杭州,杭州数云信息技术有限公司上海分公司,数云,"['绩效奖金', '股票期权', '五险一金', '通讯津贴']",西湖区,大专,运营|编辑|客服类,09:35发布,销售运营,8k-15k,1-3年,"企业服务,数据服务",150-500人,C轮
6390064,北京,北京畅聊天下科技股份有限公司,畅聊天下,"['年底双薪', '午餐补助', '带薪年假', '股票期权']",海淀区,本科,市场|商务类,1天前发布,市场渠道专员,8k-15k,1-3年,移动互联网,150-500人,B轮
6365127,深圳,深圳松鼠游戏网络信息有限公司,松鼠游戏,"['弹性工作', '节日礼物', '领导好', '年度旅游']",南山区,大专,运营|编辑|客服类,14:57发布,渠道运营专员,6k-12k,1-3年,游戏,50-150人,B轮
4755951,广州,广州小迈网络科技有限公司,广州小迈,"['年度旅游', '六险一金', '餐费补贴', '递增年假']",天河区,本科,运营|编辑|客服类,14:27发布,类目运营经理,18k-30k,3-5年,移动互联网,150-500人,B轮
4006459,广州,广州帝加文化传播有限公司,帝加传媒,"['股票期权', '绩效奖金', '岗位晋升', '通讯津贴']",番禺区,本科,运营|编辑|客服类,14:26发布,达人主播运营,8k-16k,1-3年,社交,15-50人,不需要融资
6396419,广州,广州尼莫鱼科技有限公司,尼莫鱼科技,"['股票期权', '午餐补助', '年度旅游', '领导好']",天河区,本科,产品|需求|项目类,14:14发布,商业化产品经理,15k-25k,1-3年,移动互联网,150-500人,不需要融资
6257151,北京,北京闪银奇异科技有限公司,闪银奇异,"['13~15薪', '晋升空间大', '定期体检', '能力定薪']",朝阳区,本科,运营|编辑|客服类,14:09发布,用户运营经理,15k-25k,3-5年,金融,500-2000人,D轮及以上
6361259,深圳,深圳市移卡科技有限公司,乐刷,"['年底双薪', '年终奖', '股票期权', '五险一金']",南山区,本科,运营|编辑|客服类,14:02发布,产品运营,8k-15k,1-3年,移动互联网,500-2000人,C轮
6380709,广州,北京合生活网络科技有限公司,北京合生活网络科技有限公司,"['交通补助', '带薪年假', '午餐补助', '通讯津贴']",天河区,本科,运营|编辑|客服类,13:58发布,产品运营经理,15k-30k,3-5年,消费生活,150-500人,不需要融资
6338369,杭州,杭州知衣科技有限公司,知衣科技,"['大牛团队', '扁平管理', '年底双薪', '股票期权']",萧山区,本科,开发|测试|运维类,13:58发布,深度学习,15k-25k,1-3年,电商,50-150人,A轮
6243163,广州,武汉屈臣氏个人用品商店有限公司广州分公司,屈臣氏中国,"['年底双薪', '带薪年假', '定期体检', '补充商业保险']",越秀区,本科,产品|需求|项目类,10:14发布,产品经理（项目.新零售前端）,15k-25k,3-5年,消费生活,2000人以上,不需要融资
5800210,北京,北京夜神数娱科技有限公司,夜神数娱,"['顶级团队', '弹性工作', '带薪年假', '14.6薪']",海淀区,本科,市场|商务类,15:19发布,google广告优化师,15k-25k,3-5年,移动互联网,150-500人,C轮
6300781,深圳,亿达信息技术（深圳）有限公司,YIDATEC,[],南山区,本科,运营|编辑|客服类,14:58发布,内容运营,7k-10k,1年以下,游戏,2000人以上,不需要融资
6419577,北京,北京钛核互动信息技术有限公司,钛核互动,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",朝阳区,本科,运营|编辑|客服类,14:39发布,游戏运营经理,20k-30k,3-5年,游戏,50-150人,A轮
6375479,广州,广州回头车信息科技有限公司,省省回头车,"['五险一金', '带薪年假', '年度旅游', '岗位晋升']",天河区,大专,市场|商务类,14:35发布,投放优化师,8k-10k,1-3年,消费生活,50-150人,A轮
6419687,成都,成都爱找我科技有限公司,成都爱找我科技有限公司,[],锦江区,本科,产品|需求|项目类,14:34发布,产品经理,20k-40k,3-5年,消费生活,50-150人,A轮
1214785,成都,北京九州人国际旅行社有限公司成都分公司,iTrip,"['带薪年假', '带薪国外游假', '绩效奖金', '年度旅游']",高新区,大专,运营|编辑|客服类,14:10发布,天猫运营专员（旅游）,4k-6k,1-3年,旅游,150-500人,B轮
6187586,广州,广州卓游信息科技有限公司,卓游科技,"['技能培训', '绩效奖金', '岗位晋升', '扁平管理']",海珠区,不限,运营|编辑|客服类,14:07发布,手游运营专员,8k-12k,1-3年,游戏,50-150人,不需要融资
6394752,杭州,杭州知衣科技有限公司,知衣科技,"['大牛团队', '扁平管理', '年底双薪', '股票期权']",萧山区,本科,开发|测试|运维类,13:58发布,机器学习,15k-25k,1-3年,电商,50-150人,A轮
5962460,广州,广州爱范儿科技股份有限公司,爱范儿,"['绩效奖金', '五险一金', '弹性工作', '岗位晋升']",海珠区,本科,运营|编辑|客服类,13:48发布,运营专员,7k-10k,1-3年,企业服务,50-150人,上市公司
6111236,广州,广州市赛立得科技有限公司,广州市赛立得科技有限...,"['绩效奖金', '周末双休', '带薪年假', '全勤奖']",荔湾区,本科,运营|编辑|客服类,11:50发布,海外运营,6k-9k,3-5年,电商,50-150人,未融资
5981365,西安,新华人寿保险股份有限公司西安中心支公司,新华保险,"['绩效奖金', '定期体检', '年度旅游', '弹性工作']",雁塔区,大专,综合职能|高级管理,10:39发布,人事助理,6k-8k,5-10年,金融,2000人以上,不需要融资
6383108,杭州,杭州启博科技有限公司,启博软件,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",余杭区,大专,运营|编辑|客服类,10:17发布,会务运营,5k-8k,1-3年,电商,150-500人,A轮
6344497,北京,北京多知科技有限公司,考虫网,[],朝阳区,本科,运营|编辑|客服类,10:05发布,课程运营经理,15k-30k,5-10年,教育,150-500人,D轮及以上
5873893,北京,上海阅客信息科技有限公司,阅客公司—唔哩,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",朝阳区,本科,产品|需求|项目类,15:19发布,广告平台产品经理,20k-40k,3-5年,移动互联网,50-150人,A轮
4921858,广州,火烈鸟网络(广州)股份有限公司,火烈鸟网络,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",天河区,大专,市场|商务类,14:44发布,sem广告投放,6k-12k,1-3年,游戏,150-500人,B轮
4134695,深圳,深圳米趣玩科技有限公司,深圳米趣玩科技有限公司,"['年底双薪', '专项奖金', '带薪年假', '定期体检']",南山区,不限,运营|编辑|客服类,14:39发布,产品运营,7k-13k,1-3年,游戏,50-150人,不需要融资
6211171,杭州,深圳前海首谷互动网络科技有限公司,首谷互动,[],西湖区,大专,运营|编辑|客服类,14:34发布,粉丝运营,6k-12k,1-3年,"广告营销,文娱丨内容",15-50人,天使轮
6341308,北京,互爱互动（北京）科技有限公司,万达院线游戏,[],朝阳区,不限,运营|编辑|客服类,14:11发布,游戏运营主管,12k-17k,3-5年,游戏,150-500人,不需要融资
6325886,北京,深圳裹动智驾科技有限公司,AutoX,"['弹性工作', '扁平管理']",海淀区,本科,开发|测试|运维类,13:02发布,C++后台开发工程师（北京）,25k-50k,不限,其他,150-500人,B轮
6333847,北京,北京健康之家科技有限公司,水滴公司,"['网络互助', '医疗健康', '网络筹款', '互联网金融']",朝阳区,本科,金融类,10:11发布,精算师,15k-30k,1-3年,医疗丨健康,2000人以上,C轮
6420571,上海,上海慧贤网络科技有限公司,安心记加班,"['股票期权', '扁平管理', '帅哥多', '节日礼物']",徐汇区,本科,产品|需求|项目类,15:26发布,资深产品经理,20k-40k,3-5年,移动互联网,150-500人,B轮
6057728,广州,广州市有车以后信息科技有限公司,有车以后,"['股票期权', '带薪年假', '弹性工作', '五险一金']",海珠区,不限,运营|编辑|客服类,15:06发布,活动运营,5k-10k,不限,移动互联网,150-500人,C轮
6350128,北京,北京佰策科技有限公司,佰策科技,"['年底双薪', '带薪年假', '股票期权', '扁平管理']",朝阳区,本科,产品|需求|项目类,14:05发布,产品经理-用户增长方向,15k-25k,3-5年,广告营销,150-500人,A轮
4583225,北京,北京康远互动网络科技有限公司,北京康远互动网络科技有限公司,"['年终分红', '带薪年假', '员工旅游', '绩效奖金']",朝阳区,大专,运营|编辑|客服类,13:49发布,运营助理,4k-5k,不限,移动互联网,50-150人,不需要融资
6260980,深圳,南昌黑鲨科技有限公司,黑鲨科技,"['午餐补助', '通讯津贴', '弹性工作', '节日礼物']",南山区,本科,运营|编辑|客服类,13:42发布,视频内容运营,9k-18k,3-5年,硬件,500-2000人,不需要融资
6252787,北京,上海仁勤信息科技有限公司,上海仁勤信息科技有限公司,"['弹性工作', '领导好', '扁平管理', '五险一金']",朝阳区,硕士,开发|测试|运维类,10:59发布,量化策略工程师,30k-60k,3-5年,"金融,企业服务",50-150人,B轮
6301231,广州,广州君海网络科技有限公司,君海游戏,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",海珠区,本科,市场|商务类,10:33发布,【2020校招】韩语广告投放专员,6k-10k,应届毕业生,游戏,150-500人,上市公司
6301276,广州,广州君海网络科技有限公司,君海游戏,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",海珠区,本科,市场|商务类,10:33发布,【2020校招】日语广告投放专员,6k-10k,应届毕业生,游戏,150-500人,上市公司
6364979,深圳,广州酷狗计算机科技有限公司,酷狗音乐,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",南山区,本科,产品|需求|项目类,09:35发布,SPBU-高级产品经理（深圳）,25k-40k,3-5年,文娱丨内容,500-2000人,上市公司
6199835,北京,视觉（中国）文化发展股份有限公司,视觉中国,"['绩效奖金', '带薪年假', '年底双薪', '午餐补助']",朝阳区,本科,开发|测试|运维类,15:26发布,售前顾问,25k-35k,5-10年,文娱丨内容,500-2000人,上市公司
5835251,深圳,深圳市微课科技有限公司,荔枝微课,"['美女多', '弹性工作', '扁平管理', '午餐补助']",南山区,本科,运营|编辑|客服类,15:13发布,平台增长官,6k-10k,1年以下,教育,50-150人,A轮
6239484,北京,北京米连科技有限公司,伊对,"['带薪年假', '定期体检', '年终分红']",朝阳区,本科,产品|需求|项目类,14:45发布,产品经理（风控安全）,20k-30k,3-5年,移动互联网,50-150人,A轮
5576900,广州,广州小迈网络科技有限公司,广州小迈,"['年度旅游', '六险一金', '餐费补贴', '递增年假']",天河区,大专,运营|编辑|客服类,14:27发布,类目运营,6k-12k,1-3年,移动互联网,150-500人,B轮
6346999,北京,网际星辰文化传媒(北京)有限公司,star-media.cn,"['年底双薪', '专项奖金', '带薪年假', '节日礼物']",海淀区,本科,运营|编辑|客服类,14:18发布,高级商业广告运营经理,30k-50k,5-10年,移动互联网,50-150人,D轮及以上
6272725,杭州,杭州拓天科技有限公司,拓天科技,"['帅哥多', '美女多', '领导好', '岗位晋升']",西湖区,不限,运营|编辑|客服类,13:55发布,菜鸟物流服务中台内控质检,5k-9k,1-3年,电商,2000人以上,不需要融资
6157070,深圳,亿众骏达网络科技（深圳）有限公司,友好速搭,"['股权激励', '弹性工作', '年底双薪', '交通补助']",南山区,大专,产品|需求|项目类,11:25发布,产品经理,7k-14k,1-3年,"企业服务,电商",50-150人,A轮
5333511,广州,广州炫动信息科技有限公司,炫动游戏,[],天河区,大专,市场|商务类,10:41发布,游戏广告优化师,8k-16k,1-3年,游戏,50-150人,A轮
4549559,广州,广州奇异果科技有限公司,奇异果科技,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",海珠区,本科,运营|编辑|客服类,10:10发布,俄语市场助理,6k-10k,不限,游戏,50-150人,不需要融资
6416483,北京,塞伯斯客(北京)软件技术有限公司,塞伯斯客,"['弹性工作', '扁平管理', '领导好', '节日礼物']",海淀区,本科,运营|编辑|客服类,14:04发布,增长产品经理（海外）,15k-25k,1-3年,"游戏,软件开发",15-50人,不需要融资
6192218,上海,上海安璞信息技术有限公司,appcoachS,"['节日礼物', '技能培训', '地铁旁', '超长带薪假期']",长宁区,大专,市场|商务类,10:37发布,广告运营,6k-8k,不限,广告营销,150-500人,B轮
5853406,北京,北京望石智慧科技有限公司,北京望石智慧科技有限公司,"['股票期权', '弹性工作', '扁平管理', '国际视野']",海淀区,博士,化工|生物|制药|医护,15:22发布,项目管理,20k-35k,3-5年,"医疗丨健康,人工智能",15-50人,天使轮
6315030,广州,广东快乐种子科技有限公司,快乐种子,"['专项奖金', '股票期权', '绩效奖金', '带薪年假']",越秀区,本科,运营|编辑|客服类,15:16发布,产品运营经理,15k-20k,3-5年,"教育,游戏",2000人以上,B轮
5888129,北京,北京众信利民信息技术有限公司,量化派,[],海淀区,本科,金融类,15:02发布,风控策略经理/高级经理,25k-50k,3-5年,"金融,数据服务",150-500人,C轮
6379874,成都,成都爱找我科技有限公司,成都爱找我科技有限公司,[],锦江区,本科,产品|需求|项目类,14:34发布,用户发展高级产品经理,20k-40k,5-10年,消费生活,50-150人,A轮
6293176,北京,深圳晶泰科技有限公司,晶泰科技,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",海淀区,硕士,化工|生物|制药|医护,14:02发布,生物信息实习生,3k-5k,不限,企业服务,150-500人,B轮
6290410,广州,广州富力地产股份有限公司,富力地产,"['年底双薪', '通讯津贴', '包早、午餐', '定期体检']",天河区,本科,运营|编辑|客服类,12:30发布,积分商城运营,12k-20k,3-5年,电商,2000人以上,上市公司
5792007,杭州,上海袋虎信息技术有限公司,心理壹点灵,"['弹性工作', '美女多', '牛人多', '扁平管理']",滨江区,大专,运营|编辑|客服类,12:09发布,类目运营经理,12k-20k,3-5年,医疗丨健康,500-2000人,A轮
6391887,杭州,无线生活（北京）信息技术有限公司,微店,"['扁平化管理', '技术驱动', '14薪', '六险一金']",西湖区,本科,设计类,10:35发布,用户研究员,15k-25k,1-3年,电商,500-2000人,C轮
5569171,深圳,深圳米趣玩科技有限公司,深圳米趣玩科技有限公司,"['年底双薪', '专项奖金', '带薪年假', '定期体检']",南山区,不限,运营|编辑|客服类,14:39发布,产品运营经理,10k-20k,3-5年,游戏,50-150人,不需要融资
5900538,杭州,浙江聚智软件技术有限公司,浙江聚智软件技术有限公司,"['年底双薪', '绩效奖金', '带薪年假']",滨江区,大专,运营|编辑|客服类,13:44发布,产品运营,8k-12k,1-3年,移动互联网,15-50人,B轮
6286814,武汉,武汉哈乐沃德网络科技有限公司,武汉哈乐沃德,"['股票期权', '带薪年假', '绩效奖金', '岗位晋升']",洪山区,本科,运营|编辑|客服类,10:06发布,游戏高级运营,10k-20k,3-5年,"游戏,数据服务",15-50人,A轮
6380006,北京,厦门美图之家科技有限公司,美图公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",海淀区,本科,产品|需求|项目类,09:50发布,高级产品经理,15k-30k,3-5年,硬件,2000人以上,上市公司
5797289,广州,广州易幻网络科技有限公司,易幻网络,"['年底双薪', '绩效奖金', '年度旅游', '六险一金']",天河区,本科,运营|编辑|客服类,09:34发布,运营助理（日语）,6k-8k,不限,游戏,150-500人,上市公司
6414153,上海,上海进馨网络科技有限公司,纳米盒,"['股票期权', '岗位晋升', '扁平管理', '五险一金']",浦东新区,本科,产品|需求|项目类,09:10发布,产品经理（运营规划方向）,15k-25k,3-5年,教育,150-500人,C轮
6408220,深圳,上海海万信息科技股份有限公司,海万科技,[],福田区,大专,开发|测试|运维类,15:22发布,BI开发工程师,10k-20k,3-5年,金融,500-2000人,不需要融资
6334313,深圳,深圳非常牛物流科技有限公司,运个货,"['绩效奖金', '专项奖金', '创业公司', '互联网物流']",南山区,本科,运营|编辑|客服类,15:13发布,高级运营经理,15k-30k,5-10年,移动互联网,50-150人,A轮
6414013,成都,成都爱找我科技有限公司,成都爱找我科技有限公司,[],锦江区,本科,产品|需求|项目类,14:34发布,用户增长,20k-40k,3-5年,消费生活,50-150人,A轮
3941011,广州,广东赢商网数据服务股份有限公司,赢商网,"['绩效奖金', '年终分红', '年底双薪', '五险一金']",天河区,本科,产品|需求|项目类,13:52发布,产品经理,10k-16k,3-5年,企业服务,150-500人,上市公司
6411122,北京,贝壳找房（北京）科技有限公司,贝壳,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",海淀区,本科,产品|需求|项目类,09:48发布,语音产品经理,20k-35k,3-5年,房产家居,2000人以上,D轮及以上
5540747,福州,福州龙腾简合网络技术有限公司,龙腾简合,"['五险一金', '午餐补助', '带薪年假', '节日福利']",台江区,不限,运营|编辑|客服类,08:39发布,海外游戏运营专员,6k-12k,1-3年,游戏,500-2000人,未融资
6408904,广州,广州牧云网络科技有限公司,美甲帮,"['节日礼物', '年底双薪', '专项奖金', '股票期权']",天河区,本科,市场|商务类,1天前发布,连锁品牌运营策划,7k-14k,3-5年,移动互联网,150-500人,B轮
5535817,上海,上海传影科技有限公司,传影科技,"['年底双薪', '专项奖金', '带薪年假', '年度旅游']",闵行区,本科,运营|编辑|客服类,15:25发布,海外推广SEM,15k-25k,1-3年,文娱丨内容,50-150人,不需要融资
6082735,上海,上海时邑科技有限公司,上海时邑科技有限公司,[],普陀区,本科,市场|商务类,14:54发布,信息流广告优化师,7k-12k,不限,企业服务,少于15人,不需要融资
6253687,成都,四川仙潭酒业销售有限公司,仙潭酒业集团,"['社会保险', '年终奖金', '节日福利', '生日礼物']",高新区,不限,综合职能|高级管理,14:08发布,总经理秘书,6k-8k,1-3年,其他,500-2000人,不需要融资
6394738,北京,深圳晶泰科技有限公司,晶泰科技,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",海淀区,硕士,开发|测试|运维类,14:02发布,算法实习生（统计方向）,3k-6k,不限,企业服务,150-500人,B轮
6409084,上海,完美世界（北京）软件科技发展有限公司,完美世界,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",杨浦区,本科,运营|编辑|客服类,13:49发布,运营策划（射击类游戏）,15k-20k,3-5年,游戏,2000人以上,上市公司
6253543,深圳,南昌黑鲨科技有限公司,黑鲨科技,"['午餐补助', '通讯津贴', '弹性工作', '节日礼物']",南山区,本科,运营|编辑|客服类,13:42发布,游戏视频内容运营,10k-18k,3-5年,硬件,500-2000人,不需要融资
5620656,上海,广州小鹏汽车科技有限公司,小鹏汽车,"['年底双薪', '专项奖金', '绩效奖金', '股票期权']",静安区,不限,开发|测试|运维类,11:22发布,高精地图软件工程师,15k-30k,5-10年,汽车丨出行,2000人以上,B轮
6244534,杭州,浙江华坤道威数据科技有限公司,华坤道威,"['绩效奖金', '午餐补助', '节日礼物', '扁平管理']",西湖区,本科,运营|编辑|客服类,09:33发布,互联网广告投放专员,7k-10k,1-3年,数据服务,150-500人,不需要融资
5896694,广州,广东健客医药有限公司,健客网,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",萝岗区,本科,运营|编辑|客服类,15:28发布,会员运营总监（互联网电商）,15k-30k,5-10年,"电商,医疗丨健康",500-2000人,B轮
6314418,深圳,深圳优依购互娱科技有限公司,辉耀互娱,"['年底双薪', '带薪年假', '绩效奖金', '岗位晋升']",南山区,本科,市场|商务类,14:45发布,游戏广告投放（实习生）,4k-6k,不限,游戏,150-500人,A轮
6195297,北京,北京无二之旅科技有限公司,无二之旅,"['股票期权', '五险一金', '带薪年假', '弹性工作']",朝阳区,本科,运营|编辑|客服类,14:27发布,新媒体运营,6k-8k,1-3年,旅游,150-500人,B轮
6143546,深圳,深圳市丰宜科技有限公司,顺丰-丰e足食,"['扁平管理', '技能培训', '岗位晋升', '绩效奖金']",福田区,本科,产品|需求|项目类,13:45发布,电商产品经理,15k-25k,3-5年,消费生活,2000人以上,上市公司
6085915,北京,北京欧应信息技术有限公司,唯医网,"['带薪年假', '垂直社区', '绩效奖金', '扁平管理']",朝阳区,本科,产品|需求|项目类,10:32发布,搜索推荐产品经理,20k-35k,不限,医疗健康,150-500人,B轮
5073965,广州,广州美亚电子商务国际旅行社有限公司,美亚商旅,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",天河区,大专,金融类,09:23发布,风控专员,4k-6k,1-3年,电商,150-500人,不需要融资
6210224,成都,成都超有爱科技有限公司,百词斩,"['股票期权', '年底双薪', '管饭！', '超爱学习']",高新区,本科,产品|需求|项目类,09:22发布,蛋糕英语增长产品助理,8k-16k,1-3年,教育,150-500人,D轮及以上
3586659,上海,上海石游网络科技有限公司,石游网络,"['带薪年假', '午餐补助', '年终奖', '定期体检']",静安区,本科,产品|需求|项目类,15:15发布,产品经理,10k-18k,3-5年,广告营销,15-50人,不需要融资
6260173,上海,飞书数字科技（上海）有限公司,飞书互动,"['技能培训', '扁平管理', '五险一金', '弹性工作']",长宁区,本科,开发|测试|运维类,14:13发布,广告技术工程师,15k-25k,不限,"社交,广告营销",150-500人,A轮
5611810,广州,广州炫动信息科技有限公司,炫动游戏,[],天河区,大专,市场|商务类,10:41发布,海外游戏投放,8k-16k,1-3年,游戏,50-150人,A轮
6257716,成都,成都互联分享科技股份有限公司,呗呗医生&第一妇产,"['带薪年假', '岗位晋升', '管理规范', '交通补助']",武侯区,大专,运营|编辑|客服类,15:28发布,资深运营主管（教育培训项目）,6k-8k,1-3年,移动互联网,15-50人,B轮
6334260,深圳,深圳依时货拉拉科技有限公司,货拉拉,"['技能培训', '专项奖金', '绩效奖金', '扁平管理']",福田区,本科,开发|测试|运维类,10:02发布,JAVA开发工程师（大数据方向）,18k-36k,3-5年,消费生活,2000人以上,D轮及以上
6282569,北京,北京有大家科技有限公司,有大家,"['带薪年假', '领导好', '扁平管理', '节日礼物']",朝阳区,本科,产品|需求|项目类,15:25发布,高级产品经理,15k-28k,3-5年,"文娱丨内容,数据服务",15-50人,天使轮
5624299,厦门,厦门勇仕网络技术股份有限公司,勇仕,"['技能培训', '带薪休假', '扁平管理', '项目分红']",湖里区,本科,运营|编辑|客服类,15:02发布,游戏运营,6k-12k,3-5年,游戏,50-150人,上市公司
6304841,杭州,杭州有赞科技有限公司,有赞,"['工程师氛围', '弹性工作', '扁平管理', '上班不打卡']",西湖区,本科,运营|编辑|客服类,14:34发布,渠道运营-2020校招,7k-14k,应届毕业生,企业服务,2000人以上,上市公司
5761869,北京,同方知网（北京）技术有限公司,知网,"['美女多多', '带薪年假', '绩效奖金', '岗位晋升']",海淀区,硕士,开发|测试|运维类,11:13发布,自然语言处理初级工程师,10k-15k,1年以下,电商,2000人以上,上市公司
4518499,广州,上海游民网络科技有限公司广州分公司,3K游戏,"['绩效奖金', '免费包餐', '海外旅游', '环境舒适']",天河区,本科,运营|编辑|客服类,09:06发布,海外运营经理,8k-15k,3-5年,游戏,150-500人,上市公司
5278678,武汉,武汉灵动在线科技有限公司,猕猴桃游戏,"['带薪年假', '定期体检', '专项奖金', '年度旅游']",东湖新技术开发区,大专,运营|编辑|客服类,1天前发布,手游高级运营,6k-8k,1-3年,游戏,50-150人,不需要融资
6365099,广州,广州钛动科技有限公司,Tec-Do,"['年底双薪', '专项奖金', '股票期权', '带薪年假']",天河区,大专,运营|编辑|客服类,15:20发布,电商运营实习生,2k-3k,不限,广告营销,150-500人,A轮
6411008,北京,北京展心展力信息科技有限公司,展心展力,"['股票期权', '午餐补助', '住房补助']",朝阳区,本科,产品|需求|项目类,14:46发布,海外产品经理-国际化游戏中心方向,15k-30k,3-5年,游戏,50-150人,A轮
6081494,深圳,深圳市迅龙创威网络技术有限公司,迅龙创威,"['顶级团队', '精品研发', '精品发行', '扁平管理']",南山区,大专,运营|编辑|客服类,10:38发布,运营策划（商业化）,10k-15k,3-5年,游戏,150-500人,A轮
5995553,广州,广州伦奇信息科技有限公司,广州伦奇在线lunplay,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",天河区,大专,运营|编辑|客服类,09:24发布,游戏运营,10k-15k,1-3年,游戏,50-150人,A轮
6372344,广州,广州富米科技有限公司,一手,"['节日礼物', '团队靠谱', '活动多多', '相当民主']",荔湾区,本科,运营|编辑|客服类,15:31发布,高级用户运营,13k-18k,3-5年,电商,500-2000人,B轮
6422325,广州,广州富米科技有限公司,一手,"['节日礼物', '团队靠谱', '活动多多', '相当民主']",荔湾区,本科,运营|编辑|客服类,15:31发布,用户运营经理,18k-25k,5-10年,电商,500-2000人,B轮
6343743,上海,上海聚音信息科技有限公司,药联,"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",静安区,本科,运营|编辑|客服类,15:28发布,产品电商运营经理,15k-30k,3-5年,企业服务,150-500人,不需要融资
6279830,深圳,深圳米趣玩科技有限公司,深圳米趣玩科技有限公司,"['年底双薪', '专项奖金', '带薪年假', '定期体检']",南山区,本科,市场|商务类,14:39发布,百度、UC信息流优化师,8k-16k,1-3年,游戏,50-150人,不需要融资
6155752,深圳,亿达信息技术（深圳）有限公司,YIDATEC,[],南山区,大专,开发|测试|运维类,14:32发布,python开发,10k-18k,5-10年,游戏,2000人以上,不需要融资
5573720,上海,上海韩创网络科技有限公司,韩创科技,"['年终分红', '绩效奖金', '五险一金', '带薪年假']",浦东新区,本科,运营|编辑|客服类,10:39发布,内容运营,6k-12k,1-3年,文娱丨内容,500-2000人,不需要融资
6414229,北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",海淀区,本科,产品|需求|项目类,15:32发布,招聘高级产品经理(J190906021),20k-40k,3-5年,汽车丨出行,2000人以上,不需要融资
6419845,深圳,上海微创软件股份有限公司,微创软件,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",南山区,不限,运营|编辑|客服类,14:07发布,微信支付安全运营专员（腾讯外包）,7k-8k,1-3年,企业服务,2000人以上,不需要融资
6423054,杭州,杭州拓天科技有限公司,拓天科技,"['帅哥多', '美女多', '领导好', '岗位晋升']",西湖区,大专,运营|编辑|客服类,14:02发布,菜鸟内控质控,6k-8k,不限,电商,2000人以上,不需要融资
6422842,北京,贝壳找房（北京）科技有限公司,贝壳,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",海淀区,本科,市场|商务类,13:35发布,综合采购经理,20k-30k,5-10年,房产家居,2000人以上,D轮及以上
