date,tq,temp,wind
2017年9月19日,晴/晴,30℃/14℃,西北风3-4级/北风≤3级
2017年9月20日,晴/晴,27℃/14℃,南风≤3级/南风≤3级
2017年9月21日,阵雨/阵雨,29℃/17℃,西南风≤3级/西北风3-4级
2017年9月22日,晴/晴,28℃/14℃,西北风3-4级/南风≤3级
2017年9月23日,多云/阴,27℃/17℃,南风≤3级/西风≤3级
2017年9月24日,多云/阵雨,29℃/18℃,东北风≤3级/东北风≤3级
2017年9月25日,阴/阴,28℃/19℃,东风≤3级/南风≤3级
2017年9月26日,小雨/阴,23℃/13℃,北风3-4级/北风≤3级
2017年9月27日,阴/晴,23℃/10℃,南风≤3级/北风3-4级
2017年9月28日,晴/多云,22℃/11℃,西南风3-4级/西南风≤3级
2017年9月29日,晴/晴,25℃/11℃,北风≤3级/南风≤3级
2017年9月30日,多云/多云,26℃/16℃,南风≤3级/北风≤3级
2017年10月1日,多云/阴,26℃/13℃,东北风3-4级/东北风≤3级
2017年10月2日,小雨/阴,18℃/8℃,东北风≤3级/西风≤3级
2017年10月3日,多云/晴,20℃/10℃,西南风≤3级/西南风≤3级
2017年10月4日,晴/晴,22℃/10℃,西南风≤3级/西南风≤3级
2017年10月5日,多云/多云,21℃/11℃,南风≤3级/南风≤3级
2017年10月6日,多云/阴,22℃/13℃,南风≤3级/南风≤3级
2017年10月7日,小雨/阴,19℃/13℃,东北风≤3级/北风≤3级
2017年10月8日,小雨/小雨,18℃/13℃,西南风≤3级/北风≤3级
2017年10月9日,中雨/小到中雨,15℃/9℃,北风3-4级/北风≤3级
2017年10月10日,小雨/阴,11℃/6℃,北风≤3级/西南风≤3级
2017年10月11日,多云/阴,16℃/6℃,西风≤3级/北风≤3级
2017年10月12日,小雨/多云,14℃/6℃,北风≤3级/东北风≤3级
2017年10月13日,晴/多云,18℃/9℃,北风≤3级/北风≤3级
2017年10月14日,小雨/小雨,13℃/9℃,北风≤3级/北风≤3级
2017年10月15日,多云/晴,17℃/8℃,北风≤3级/北风≤3级
2017年10月16日,晴/多云,18℃/7℃,东风≤3级/西南风≤3级
2017年10月17日,阴/小雨,16℃/11℃,南风≤3级/东南风≤3级
2017年10月18日,小雨/多云,15℃/9℃,西南风≤3级/西南风≤3级
2017年10月19日,多云/多云,18℃/9℃,西南风≤3级/南风≤3级
2017年10月20日,晴/多云,20℃/11℃,西南风≤3级/东北风≤3级
2017年10月21日,阴/小雨,18℃/10℃,东南风≤3级/东风≤3级
2017年10月22日,阴/多云,13℃/7℃,西南风≤3级/东南风≤3级
2017年10月23日,多云/晴,16℃/5℃,北风≤3级/西南风≤3级
2017年10月24日,晴/多云,18℃/8℃,西南风≤3级/南风≤3级
2017年10月25日,阴/阴,15℃/9℃,南风≤3级/西南风≤3级
2017年10月26日,阴/多云,16℃/9℃,西南风≤3级/北风≤3级
2017年10月27日,多云/雾,18℃/10℃,南风≤3级/北风≤3级
2017年10月28日,多云/晴,16℃/5℃,北风4-5级/北风4-5级
2017年10月29日,晴/晴,12℃/1℃,北风3-4级/北风≤3级
2017年10月30日,晴/晴,15℃/2℃,西南风≤3级/西南风≤3级
2017年10月31日,多云/晴,16℃/4℃,南风≤3级/北风≤3级
2017年11月1日,晴/阴,17℃/6℃,南风≤3级/南风≤3级
2017年11月2日,晴/晴,17℃/3℃,北风3-4级/北风≤3级
2017年11月3日,晴/晴,13℃/0℃,东北风3-4级/西北风≤3级
2017年11月4日,晴/晴,14℃/3℃,西南风≤3级/南风≤3级
2017年11月5日,晴/多云,15℃/4℃,南风≤3级/北风≤3级
2017年11月6日,多云/多云,15℃/4℃,北风≤3级/西北风≤3级
2017年11月7日,晴/晴,18℃/4℃,西北风3-4级/北风≤3级
2017年11月8日,多云/阴,15℃/4℃,南风≤3级/北风≤3级
2017年11月9日,阴/阴,13℃/5℃,西北风≤3级/西北风3-4级
2017年11月10日,晴/晴,11℃/-1℃,西北风3-4级/北风≤3级
2017年11月11日,晴/多云,10℃/0℃,南风≤3级/南风≤3级
2017年11月12日,多云/晴,11℃/0℃,西风≤3级/西北风≤3级
2017年11月13日,晴/晴,12℃/0℃,北风4～5级/西北风3～4级
2017年11月14日,晴/晴,8℃/-4℃,西北风<3级/北风<3级
2017年11月15日,晴/晴,8℃/-2℃,南风<3级/东南风<3级
2017年11月16日,晴/阴,8℃/-1℃,南风<3级/北风3～4级
2017年11月17日,多云/晴,6℃/-4℃,北风5～6级/北风5～6级
2017年11月18日,晴/晴,5℃/-6℃,西风3～4级/北风<3级
2017年11月19日,多云/多云,6℃/-5℃,西南风<3级/西北风<3级
2017年11月20日,晴/多云,9℃/-3℃,西南风<3级/南风<3级
2017年11月21日,多云/晴,8℃/-2℃,西北风3～4级/西北风<3级
2017年11月22日,晴/晴,7℃/-5℃,西北风4～5级/西风<3级
2017年11月23日,多云/多云,7℃/-4℃,西风<3级/西风<3级
2017年11月24日,多云/多云,7℃/-5℃,西南风3～4级/北风<3级
2017年11月25日,阴/多云,7℃/-4℃,南风<3级/北风3～4级
2017年11月26日,晴/晴,4℃/-4℃,北风<3级/南风<3级
2017年11月27日,晴/多云,5℃/-4℃,西南风<3级/北风<3级
2017年11月28日,晴/晴,7℃/-5℃,西北风4～5级/东北风3～4级
2017年11月29日,多云/多云,1℃/-6℃,南风<3级/北风<3级
2017年11月30日,晴/晴,4℃/-6℃,西南风<3级/西南风<3级
2017年12月1日,晴/晴,5℃/-6℃,西南风<3级/南风<3级
2017年12月2日,晴/多云,6℃/-4℃,南风<3级/东北风<3级
2017年12月3日,多云/晴,5℃/-5℃,北风3～4级/北风3～4级
2017年12月4日,多云/多云,4℃/-6℃,西北风3～4级/西南风<3级
2017年12月5日,晴/多云,7℃/-4℃,西南风<3级/西南风<3级
2017年12月6日,晴/多云,8℃/-4℃,北风<3级/北风<3级
2017年12月7日,多云/晴,5℃/-5℃,西北风3～4级/西南风<3级
2017年12月8日,晴/晴,6℃/-4℃,西南风<3级/北风<3级
2017年12月9日,多云/晴,6℃/-4℃,西南风<3级/西北风3～4级
2017年12月10日,晴/多云,4℃/-5℃,西北风4～5级/东北风<3级
2017年12月11日,晴/晴,2℃/-8℃,北风3～4级/东北风<3级
2017年12月12日,多云/晴,-1℃/-8℃,东风<3级/北风<3级
2017年12月13日,晴/多云,0℃/-5℃,东风<3级/东南风<3级
2017年12月14日,阴/多云,0℃/-4℃,南风<3级/北风<3级
2017年12月15日,多云/晴,3℃/-6℃,北风3～4级/西北风<3级
2017年12月16日,晴/晴,0℃/-8℃,西北风3～4级/西风<3级
2017年12月17日,晴/晴,5℃/-4℃,西南风<3级/西北风<3级
2017年12月18日,晴/晴,6℃/-6℃,西北风3～4级/西北风<3级
2017年12月19日,多云/阴,4℃/-4℃,西南风3～4级/北风<3级
2017年12月20日,多云/晴,7℃/-5℃,北风<3级/西南风<3级
2017年12月21日,晴/晴,7℃/-6℃,西南风<3级/北风<3级
2017年12月22日,多云/多云,11℃/-6℃,北风3～4级/北风<3级
2017年12月23日,多云/多云,6℃/-3℃,西南风<3级/西北风<3级
2017年12月24日,晴/晴,6℃/-6℃,西北风3～4级/西南风<3级
2017年12月25日,晴/晴,5℃/-4℃,南风<3级/北风<3级
2017年12月26日,晴/多云,4℃/-6℃,南风<3级/南风<3级
2017年12月27日,多云/晴,4℃/-5℃,北风<3级/北风<3级
2017年12月28日,晴/晴,4℃/-4℃,北风<3级/北风<3级
2017年12月29日,多云/多云,2℃/-4℃,南风<3级/南风<3级
2017年12月30日,雾/晴,6℃/-6℃,北风3～4级/北风<3级
2017年12月31日,晴/晴,5℃/-6℃,南风<3级/北风<3级
2018年1月1日,晴/多云,3℃/-6℃,东北风<3级/东北风<3级
2018年1月2日,多云/多云,3℃/-5℃,东北风<3级/北风<3级
2018年1月3日,多云/多云,2℃/-5℃,北风<3级/东北风<3级
2018年1月4日,阴/阴,-1℃/-7℃,东北风<3级/西南风<3级
2018年1月5日,多云/晴,3℃/-6℃,西北风<3级/北风<3级
2018年1月6日,多云/阴,2℃/-4℃,西南风<3级/西南风<3级
2018年1月7日,阴/多云,2℃/-4℃,西风<3级/北风3～4级
2018年1月8日,晴/晴,2℃/-6℃,西北风4～5级/西北风<3级
2018年1月9日,晴/晴,2℃/-8℃,西北风3～4级/西北风<3级
2018年1月10日,晴/晴,-2℃/-10℃,西北风4～5级/北风<3级
2018年1月11日,晴/晴,-1℃/-10℃,北风<3级/西风<3级
2018年1月12日,晴/晴,2℃/-8℃,西南风<3级/西北风<3级
2018年1月13日,多云/多云,3℃/-7℃,南风<3级/北风<3级
2018年1月14日,晴/多云,6℃/-5℃,西北风<3级/东北风<3级
2018年1月15日,阴/多云,2℃/-5℃,东南风<3级/北风<3级
2018年1月16日,多云/多云,5℃/-5℃,南风<3级/南风<3级
2018年1月17日,多云/晴,6℃/-7℃,北风<3级/西北风<3级
2018年1月18日,晴/晴,5℃/-6℃,西南风<3级/南风<3级
2018年1月19日,晴/晴,7℃/-4℃,北风<3级/北风<3级
2018年1月20日,晴/多云,3℃/-6℃,东南风<3级/东南风<3级
2018年1月21日,阴/小雪,0℃/-5℃,东北风<3级/东风<3级
2018年1月22日,小雪/多云,-3℃/-10℃,东风<3级/北风3～4级
2018年1月23日,晴/晴,-5℃/-12℃,北风<3级/西南风<3级
2018年1月24日,晴/晴,-4℃/-11℃,西南风<3级/西南风<3级
2018年1月25日,多云/多云,-3℃/-11℃,东北风<3级/东北风<3级
2018年1月26日,多云/多云,-3℃/-10℃,南风<3级/南风<3级
2018年1月27日,多云/多云,-1℃/-9℃,西南风<3级/北风3～4级
2018年1月28日,晴/晴,-1℃/-9℃,北风3～4级/北风<3级
2018年1月29日,晴/晴,1℃/-8℃,西风<3级/北风<3级
2018年1月30日,晴/晴,5℃/-6℃,西北风<3级/北风<3级
2018年1月31日,晴/晴,4℃/-8℃,西南风<3级/西南风<3级
2018年2月1日,多云/多云,5℃/-7℃,西北风<3级/北风3～4级
2018年2月2日,晴/晴,-1℃/-9℃,北风3～4级/北风<3级
2018年2月3日,多云/多云,0℃/-9℃,西北风<3级/北风<3级
2018年2月4日,晴/晴,2℃/-8℃,西风<3级/北风<3级
2018年2月5日,晴/晴,0℃/-10℃,北风<3级/东北风<3级
2018年2月6日,多云/阴,2℃/-7℃,西南风<3级/北风<3级
2018年2月7日,多云/晴,2℃/-9℃,北风4～5级/西南风<3级
2018年2月8日,多云/多云,3℃/-7℃,西南风3～4级/北风<3级
2018年2月9日,多云/多云,4℃/-9℃,西北风4～5级/西北风<3级
2018年2月10日,晴/晴,1℃/-9℃,西北风4～5级/西北风<3级
2018年2月11日,晴/晴,0℃/-8℃,西北风4～5级/西北风<3级
2018年2月12日,晴/晴,5℃/-7℃,西风<3级/西南风<3级
2018年2月13日,晴/多云,8℃/-4℃,西风<3级/东北风<3级
2018年2月14日,多云/多云,6℃/-6℃,北风<3级/东北风<3级
2018年2月15日,多云/多云,5℃/-5℃,南风<3级/西南风<3级
2018年2月16日,多云/多云,5℃/-5℃,南风<3级/南风<3级
2018年2月17日,多云/阴,5℃/-4℃,南风<3级/北风<3级
2018年2月18日,多云/多云,8℃/-3℃,南风<3级/东北风<3级
2018年2月19日,多云/多云,6℃/-3℃,南风<3级/东北风<3级
2018年2月20日,多云/晴,6℃/-5℃,北风<3级/西南风<3级
2018年2月21日,晴/晴,8℃/-4℃,西南风<3级/北风<3级
2018年2月22日,多云/多云,10℃/-5℃,北风<3级/东北风<3级
2018年2月23日,多云/多云,10℃/-4℃,北风<3级/东北风<3级
2018年2月24日,多云/多云,3℃/-6℃,南风<3级/南风<3级
2018年2月25日,多云/多云,6℃/-3℃,西南风<3级/北风<3级
2018年2月26日,晴/多云,12℃/-1℃,东南风<3级/东北风<3级
2018年2月27日,阴/阴,7℃/0℃,东风<3级/东南风<3级
2018年2月28日,多云/晴,9℃/-2℃,西北风<3级/北风<3级
2018年3月1日,晴/多云,8℃/-3℃,西南风<3级/南风<3级
2018年3月2日,晴/多云,10℃/-1℃,北风<3级/北风<3级
2018年3月3日,多云/阴,12℃/3℃,东北风<3级/东北风<3级
2018年3月4日,多云/多云,10℃/-2℃,东南风<3级/西南风<3级
2018年3月5日,晴/晴,8℃/-4℃,南风<3级/东南风<3级
2018年3月6日,多云/阴,6℃/-3℃,东南风<3级/东南风<3级
2018年3月7日,阴/多云,6℃/-2℃,北风<3级/东北风<3级
2018年3月8日,晴/晴,7℃/-4℃,南风<3级/南风<3级
2018年3月9日,多云/多云,10℃/-2℃,西南风<3级/东北风<3级
2018年3月10日,晴/晴,14℃/-3℃,南风<3级/南风<3级
2018年3月11日,多云/多云,10℃/0℃,南风<3级/南风<3级
2018年3月12日,多云/晴,15℃/3℃,南风<3级/北风<3级
2018年3月13日,晴/多云,17℃/5℃,南风<3级/东北风<3级
2018年3月14日,多云/阴,15℃/6℃,东北风<3级/东北风3～4级
2018年3月15日,多云/晴,12℃/-1℃,北风4～5级/东风<3级
2018年3月16日,多云/多云,10℃/-1℃,南风<3级/南风<3级
2018年3月17日,小雪/多云,3℃/-1℃,南风<3级/南风<3级
2018年3月18日,多云/晴,13℃/1℃,西南风<3级/北风<3级
2018年3月19日,多云/多云,15℃/2℃,东风<3级/东风<3级
2018年3月20日,多云/多云,10℃/-2℃,西南风<3级/南风<3级
2018年3月21日,多云/阴,11℃/1℃,南风<3级/南风<3级
2018年3月22日,晴/多云,17℃/4℃,南风<3级/西南风<3级
2018年3月23日,多云/多云,19℃/5℃,东北风<3级/北风<3级
2018年3月24日,晴/晴,22℃/5℃,西南风<3级/西南风<3级
2018年3月25日,晴/晴,25℃/7℃,南风<3级/西南风<3级
2018年3月26日,多云/多云,26℃/8℃,南风<3级/南风<3级
2018年3月27日,晴/多云,27℃/11℃,南风<3级/东北风<3级
2018年3月28日,多云/晴,25℃/9℃,东风<3级/南风<3级
2018年3月29日,晴/晴,19℃/7℃,南风<3级/南风<3级
2018年3月30日,多云/多云,17℃/8℃,南风<3级/南风<3级
2018年3月31日,多云/多云,24℃/9℃,南风<3级/东北风<3级
2018年4月1日,晴/多云,25℃/11℃,南风<3级/南风<3级
2018年4月2日,多云/多云,26℃/11℃,东北风<3级/东北风3～4级
2018年4月3日,多云/阴,13℃/4℃,东北风3～4级/东北风<3级
2018年4月4日,雨夹雪/小雪,8℃/0℃,东风<3级/北风<3级
2018年4月5日,多云/多云,8℃/3℃,西南风<3级/西风<3级
2018年4月6日,多云/晴,11℃/4℃,西北风4～5级/西北风3～4级
2018年4月7日,晴/晴,12℃/2℃,西北风3～4级/南风<3级
2018年4月8日,晴/晴,18℃/5℃,南风<3级/南风<3级
2018年4月9日,多云/多云,20℃/7℃,东风<3级/北风<3级
2018年4月10日,扬沙/晴,24℃/8℃,西北风4～5级/北风<3级
2018年4月11日,晴/晴,24℃/9℃,西南风3～4级/东北风<3级
2018年4月12日,多云/小雨,22℃/7℃,东南风<3级/北风<3级
2018年4月13日,小雨/多云,12℃/6℃,南风<3级/西北风<3级
2018年4月14日,晴/晴,19℃/5℃,北风4～5级/西北风<3级
2018年4月15日,晴/晴,22℃/8℃,西南风<3级/西南风<3级
2018年4月16日,多云/多云,25℃/11℃,南风<3级/南风<3级
2018年4月17日,多云/晴,25℃/12℃,南风<3级/南风<3级
2018年4月18日,多云/多云,27℃/14℃,西南风<3级/西南风<3级
2018年4月19日,多云/多云,26℃/13℃,东南风4～5级/东南风3～4级
2018年4月20日,多云/小雨,29℃/14℃,南风4～5级/南风3～4级
2018年4月21日,中雨/小雨,16℃/12℃,东北风3～4级/北风4～5级
2018年4月22日,阴/多云,16℃/12℃,东北风3～4级/北风3～4级
2018年4月23日,多云/多云,19℃/9℃,东北风3～4级/北风3～4级
2018年4月24日,多云/多云,23℃/10℃,北风3～4级/西南风<3级
2018年4月25日,多云/多云,25℃/11℃,南风3～4级/南风<3级
2018年4月26日,晴/晴,26℃/12℃,西北风<3级/东风3～4级
2018年4月27日,晴/晴,24℃/12℃,西南偏南风4/西南偏南风4
2018年4月28日,晴/晴,27℃/17℃,西南风3～4级/西南风<3级
2018年4月29日,多云/多云,29℃/17℃,南风<3级/东北风3～4级
2018年4月30日,多云/多云,25℃/13℃,东南风3～4级/北风3～4级
2018年5月1日,阴/多云,24℃/13℃,北风4～5级/北风3～4级
2018年5月2日,多云/晴,25℃/13℃,北风3～4级/西北风3～4级
2018年5月3日,晴/晴,24℃/10℃,南风3～4级/南风<3级
2018年5月4日,晴/多云,27℃/16℃,西南风<3级/北风<3级
2018年5月5日,多云/多云,25℃/15℃,北风<3级/北风<3级
2018年5月6日,晴/晴,28℃/14℃,西南风<3级/西南风<3级
2018年5月7日,晴/晴,28℃/12℃,南风<3级/南风<3级
2018年5月8日,晴/晴,27℃/13℃,东南风3～4级/东南风<3级
2018年5月9日,晴/多云,29℃/16℃,南风3～4级/南风<3级
2018年5月10日,多云/多云,26℃/18℃,南风<3级/西北风<3级
2018年5月11日,小雨/多云,23℃/15℃,南风<3级/南风<3级
2018年5月12日,雷阵雨/雷阵雨,28℃/16℃,南风<3级/东北风<3级
2018年5月13日,晴/晴,30℃/17℃,南风3～4级/南风<3级
2018年5月14日,多云/多云,34℃/22℃,南风<3级/南风<3级
2018年5月15日,小雨/雷阵雨,30℃/22℃,东南风<3级/东南风<3级
2018年5月16日,多云/小雨,30℃/21℃,东风<3级/东风<3级
2018年5月17日,小雨/多云,25℃/19℃,东北风<3级/东风<3级
2018年5月18日,多云/晴,28℃/17℃,南风<3级/西南风<3级
2018年5月19日,多云/小雨,28℃/16℃,东南风<3级/东风<3级
2018年5月20日,多云/多云,24℃/16℃,东风<3级/东风<3级
2018年5月21日,多云/小雨,25℃/17℃,南风<3级/南风<3级
2018年5月22日,多云/晴,25℃/15℃,西北风3～4级/西南风<3级
2018年5月23日,晴/晴,28℃/16℃,西南风3～4级/西南风<3级
2018年5月24日,晴/晴,31℃/17℃,南风3-4级/南风3-4级
2018年5月25日,多云/多云,32℃/19℃,西南风1-2级/西南风1-2级
2018年5月26日,雷阵雨/多云,30℃/17℃,西南风3-4级/西南风3-4级
2018年5月27日,多云/多云,32℃/18℃,西南风3-4级/西南风3-4级
2018年5月28日,晴/晴,30℃/16℃,西北风4～5级/北风<3级
2018年5月29日,多云/多云,31℃/16℃,北风3～4级/北风<3级
2018年5月30日,晴/晴,33℃/18℃,东风<3级/西南风<3级
2018年5月31日,晴/晴,35℃/19℃,西南风3-4级/西南风3-4级
2018年6月1日,晴/多云,35℃/22℃,西南风<3级/西南风<3级
2018年6月2日,多云/多云,35℃/21℃,西南风3～4级/南风<3级
2018年6月3日,多云/多云,32℃/20℃,西北风3～4级/北风<3级
2018年6月4日,晴/晴,35℃/21℃,西南风4-5级/西南风4-5级
2018年6月5日,多云/多云,38℃/25℃,西南风4-5级/西南风4-5级
2018年6月6日,多云/多云,36℃/25℃,东北风1-2级/东北风1-2级
2018年6月7日,多云/多云,33℃/22℃,东风1-2级/东风1-2级
2018年6月8日,多云/雷阵雨,32℃/25℃,西南风1-2级/西南风1-2级
2018年6月9日,小雨/小雨,23℃/17℃,西风1-2级/西风1-2级
2018年6月10日,多云/多云,27℃/17℃,东南风1-2级/东南风1-2级
2018年6月11日,多云/多云,29℃/19℃,西南风3-4级/西南风3-4级
2018年6月12日,雷阵雨/雷阵雨,32℃/19℃,东南风3～4级/东北风<3级
2018年6月13日,雷阵雨/多云,28℃/18℃,东北风<3级/西北风<3级
2018年6月14日,多云/多云,31℃/19℃,南风<3级/南风<3级
2018年6月15日,多云/多云,32℃/20℃,东南风3～4级/东南风<3级
2018年6月16日,多云/雷阵雨,30℃/21℃,南风1-2级/南风1-2级
2018年6月17日,多云/雷阵雨,28℃/22℃,南风<3级/南风<3级
2018年6月18日,雷阵雨/雷阵雨,31℃/21℃,西南风<3级/东北风<3级
2018年6月19日,晴/晴,33℃/20℃,东北风3-4级/东北风3-4级
2018年6月20日,晴/晴,35℃/21℃,南风<3级/南风<3级
2018年6月21日,多云/多云,35℃/23℃,东南风<3级/东南风<3级
2018年6月22日,多云/多云,30℃/21℃,西南风3～4级/北风<3级
2018年6月23日,晴/晴,35℃/25℃,南风<3级/西南风<3级
2018年6月24日,多云/多云,36℃/25℃,东南风3-4级/东南风3-4级
2018年6月25日,阴/雷阵雨,34℃/24℃,东南风1-2级/东南风1-2级
2018年6月26日,多云/晴,36℃/25℃,西南风3-4级/西南风3-4级
2018年6月27日,多云/多云,38℃/25℃,东北风3-4级/东北风3-4级
2018年6月28日,晴/晴,35℃/24℃,北风3～4级/西南风<3级
2018年6月29日,晴/晴,38℃/25℃,东南风<3级/南风<3级
2018年6月30日,雷阵雨/多云,37℃/23℃,西南风<3级/东南风<3级
2018年7月1日,晴/晴,35℃/23℃,东南风1-2级/东南风1-2级
2018年7月2日,多云/雷阵雨,32℃/23℃,东南风<3级/东南风3～4级
2018年7月3日,小雨/多云,32℃/24℃,东北风1-2级/东北风1-2级
2018年7月4日,多云/晴,36℃/25℃,西南风<3级/南风<3级
2018年7月5日,多云/雷阵雨,36℃/24℃,东北风1-2级/东北风1-2级
2018年7月6日,多云/阴,34℃/23℃,东南风<3级/东南风<3级
2018年7月7日,雷阵雨/雷阵雨,29℃/23℃,东南风1-2级/东南风1-2级
2018年7月8日,雷阵雨/雷阵雨,30℃/23℃,东南风1-2级/东南风1-2级
2018年7月9日,雷阵雨/阴,29℃/22℃,东南风<3级/东南风<3级
2018年7月10日,阴/雷阵雨,30℃/27℃,东南风<3级/南风<3级
2018年7月11日,中雨/大雨,25℃/22℃,东南风<3级/北风<3级
2018年7月12日,小雨/多云,27℃/22℃,西北风<3级/北风<3级
2018年7月13日,雷阵雨/雷阵雨,29℃/24℃,东南风1-2级/东南风1-2级
2018年7月14日,小雨/多云,31℃/24℃,东南风1-2级/东南风1-2级
2018年7月15日,多云/雷阵雨,32℃/25℃,南风<3级/南风<3级
2018年7月16日,雷阵雨/雷阵雨,30℃/24℃,南风<3级/东北风<3级
2018年7月17日,大雨/雷阵雨,26℃/23℃,东南风1-2级/东南风1-2级
2018年7月18日,多云/多云,32℃/25℃,南风<3级/东风<3级
2018年7月19日,雷阵雨/雷阵雨,29℃/26℃,东南风1-2级/东南风1-2级
2018年7月20日,多云/多云,33℃/27℃,西南风3～4级/南风<3级
2018年7月21日,多云/雷阵雨,34℃/26℃,西南风3-4级/西南风3-4级
2018年7月22日,小雨/多云,33℃/25℃,东南风1-2级/东南风1-2级
2018年7月23日,雷阵雨/中雨,32℃/25℃,东风<3级/东北风3～4级
2018年7月24日,大雨/中雨,28℃/24℃,北风3-4级/北风3-4级
2018年7月25日,多云/多云,34℃/25℃,北风1-2级/北风1-2级
2018年7月26日,多云/雷阵雨,34℃/25℃,东北风<3级/东南风<3级
2018年7月27日,多云/多云,32℃/23℃,南风1-2级/南风1-2级
2018年7月28日,多云/多云,33℃/24℃,南风1-2级/南风1-2级
2018年7月29日,多云/多云,33℃/25℃,东南风<3级/南风<3级
2018年7月30日,晴/晴,34℃/25℃,东南风1-2级/东南风1-2级
2018年7月31日,晴/晴,35℃/27℃,南风<3级/南风<3级
2018年8月1日,多云/雷阵雨,36℃/27℃,东南风<3级/东南风<3级
2018年8月2日,晴/晴,36℃/27℃,南风1-2级/南风1-2级
2018年8月3日,晴/晴,36℃/26℃,南风<3级/南风<3级
2018年8月4日,晴/多云,36℃/27℃,南风1-2级/南风1-2级
2018年8月5日,雷阵雨/雷阵雨,35℃/25℃,东南风1-2级/东南风1-2级
2018年8月6日,多云/雷阵雨,30℃/20℃,东风<3级/东南风<3级
2018年8月7日,雷阵雨/中雨,30℃/24℃,南风1-2级/南风1-2级
2018年8月8日,小雨/阴,30℃/24℃,东风1-2级/东风1-2级
2018年8月9日,多云/多云,30℃/24℃,西南风<3级/南风<3级
2018年8月10日,多云/雷阵雨,33℃/25℃,南风<3级/东南风<3级
2018年8月11日,雷阵雨/中雨,31℃/23℃,东南风1-2级/东南风1-2级
2018年8月12日,雷阵雨/中雨,30℃/24℃,北风<3级/东风<3级
2018年8月13日,雷阵雨/雷阵雨,30℃/24℃,东北风1-2级/东北风1-2级
2018年8月14日,雷阵雨/小雨,29℃/24℃,东风1-2级/东风1-2级
2018年8月15日,多云/多云,32℃/24℃,北风3～4级/北风<3级
2018年8月16日,晴/多云,31℃/21℃,北风1-2级/北风1-2级
2018年8月17日,多云/雷阵雨,31℃/22℃,东南风1-2级/东南风1-2级
2018年8月18日,小雨/中雨,28℃/23℃,北风3～4级/东北风<3级
2018年8月19日,小雨/小雨,28℃/23℃,东风1-2级/东风1-2级
2018年8月20日,多云/晴,32℃/22℃,北风<3级/北风<3级
2018年8月21日,多云/多云,33℃/22℃,北风1-2级/北风1-2级
2018年8月22日,雷阵雨/多云,29℃/20℃,西南风1-2级/西南风1-2级
2018年8月23日,晴/晴,31℃/21℃,北风1-2级/北风1-2级
2018年8月24日,多云/晴,32℃/20℃,北风1-2级/北风1-2级
2018年8月25日,多云/雷阵雨,31℃/22℃,西南风<3级/南风<3级
2018年8月26日,多云/多云,31℃/22℃,南风1-2级/南风1-2级
2018年8月27日,阴/雷阵雨,30℃/22℃,东南风1-2级/东南风1-2级
2018年8月28日,多云/晴,30℃/22℃,北风1-2级/北风1-2级
2018年8月29日,晴/晴,32℃/20℃,北风1-2级/北风1-2级
2018年8月30日,小雨/多云,28℃/20℃,西南风1-2级/西南风1-2级
2018年8月31日,多云/阴,29℃/19℃,西南风1-2级/西南风1-2级
2018年9月1日,多云/小雨,28℃/19℃,南风1-2级/南风1-2级
2018年9月2日,多云/多云,27℃/19℃,南风1-2级/南风1-2级
2018年9月3日,晴/晴,32℃/19℃,西北风4-5级/西北风4-5级
2018年9月4日,晴/晴,30℃/18℃,西南风3-4级/西南风3-4级
2018年9月5日,晴/多云,31℃/20℃,西南风3-4级/西南风3-4级
2018年9月6日,晴/晴,27℃/18℃,西北风4-5级/西北风4-5级
2018年9月7日,晴/晴,27℃/16℃,西北风3-4级/西北风3-4级
2018年9月8日,多云/晴,27℃/15℃,北风1-2级/北风1-2级
2018年9月9日,晴/晴,28℃/16℃,西南风1-2级/西南风1-2级
2018年9月10日,多云/多云,28℃/19℃,南风1-2级/南风1-2级
2018年9月11日,多云/多云,26℃/19℃,南风1-2级/南风1-2级
2018年9月12日,多云/多云,29℃/18℃,南风1-2级/南风1-2级
2018年9月13日,多云/多云,29℃/20℃,南风1-2级/南风1-2级
2018年9月14日,多云/多云,28℃/19℃,西南风1-2级/西南风1-2级
2018年9月15日,多云/多云,25℃/15℃,东北风3-4级/东北风3-4级
2018年9月16日,晴/晴,25℃/14℃,北风1-2级/北风1-2级
2018年9月17日,多云/多云,27℃/16℃,南风1-2级/南风1-2级
2018年9月18日,阴/多云,25℃/17℃,西南风1-2级/西南风1-2级
2018年9月19日,多云/多云,25℃/17℃,南风1-2级/南风1-2级
2018年9月20日,多云/多云,27℃/16℃,南风1-2级/南风1-2级
2018年9月21日,晴/晴,25℃/14℃,西北风4-5级/西北风4-5级
2018年9月22日,晴/晴,24℃/13℃,西北风3-4级/西北风3-4级
2018年9月23日,晴/晴,24℃/12℃,西北风4-5级/西北风4-5级
2018年9月24日,晴/晴,23℃/11℃,南风1-2级/南风1-2级
2018年9月25日,晴/多云,24℃/12℃,南风1-2级/南风1-2级
2018年9月26日,多云/多云,24℃/14℃,南风1-2级/南风1-2级
2018年9月27日,小雨/小雨,22℃/12℃,南风1-2级/南风1-2级
2018年9月28日,多云/多云,24℃/11℃,南风3-4级/南风3-4级
2018年9月29日,晴/晴,21℃/10℃,北风3-4级/北风3-4级
2018年9月30日,多云/多云,19℃/13℃,西北风4-5级/西北风4-5级
2018年10月1日,晴/晴,25℃/12℃,西北风4-5级/西北风4-5级
